Date,Ticker,Open,High,Low,Close,Volume,Returns,MA10,MA50,Volatility_20d
2021-07-27 18:54:11.988683,SPXX,139.85,141.35,139.62,140.99,4301491,0.008151590990346902,141.577,140.4238,0.12568654614375666
2021-07-28 18:54:11.988683,SPXX,140.99,143.53,140.83,143.09,5289491,0.01489467338109085,141.51899999999998,140.5392,0.12159700455295348
2021-07-29 18:54:11.988683,SPXX,143.09,144.47,139.54,140.4,4978934,-0.018799357048011722,141.347,140.56380000000001,0.13769763641980615
2021-07-30 18:54:11.988683,SPXX,140.4,141.55,140.09,141.05,4022317,0.004629629629629761,141.175,140.5668,0.13852308108879516
2021-08-02 18:54:11.988683,SPXX,141.05,141.66,139.33,139.82,4655547,-0.008720311946118553,140.93099999999998,140.5286,0.13624706206880347
2021-08-03 18:54:11.988683,SPXX,139.82,141.57,137.7,140.39,4088088,0.0040766700042911275,140.793,140.5368,0.13675447625724016
2021-08-04 18:54:11.988683,SPXX,140.39,142.23,140.3,141.5,3819023,0.00790654605028851,140.78199999999998,140.5692,0.13816674435867776
2021-08-05 18:54:11.988683,SPXX,141.5,143.47,140.58,141.84,3385226,0.0024028268551237186,140.847,140.61,0.13131452958697012
2021-08-06 18:54:11.988683,SPXX,141.84,143.83,141.6,142.16,4733512,0.002256063169768785,141.10899999999998,140.6676,0.1310285598698661
2021-08-09 18:54:11.988683,SPXX,142.16,143.91,139.68,140.87,2610808,-0.0090742824985931,141.211,140.712,0.12941173072586307
2021-08-10 18:54:11.988683,SPXX,140.87,141.63,140.34,141.12,4298818,0.0017746858805991472,141.224,140.7668,0.1272491328794773
2021-08-11 18:54:11.988683,SPXX,141.12,142.47,140.73,141.87,5795315,0.005314625850340038,141.102,140.8488,0.12872149171901806
2021-08-12 18:54:11.988683,SPXX,141.87,142.91,140.48,141.59,5998770,-0.001973637837456854,141.221,140.92759999999998,0.12314883639010034
2021-08-13 18:54:11.988683,SPXX,141.59,143.89,140.81,142.57,3196378,0.006921392753725497,141.373,141.037,0.1246185083551317
2021-08-16 18:54:11.988683,SPXX,142.57,143.61,140.33,141.26,4866440,-0.00918846882233293,141.517,141.13320000000002,0.1282705078775876
2021-08-17 18:54:11.988683,SPXX,141.26,143.34,140.51,143.16,3975797,0.013450375194676623,141.794,141.2272,0.1365659578457279
2021-08-18 18:54:11.988683,SPXX,143.16,144.06,140.95,141.6,5301344,-0.010896898575020963,141.804,141.2968,0.14240981356110466
2021-08-19 18:54:11.988683,SPXX,141.6,142.99,140.92,141.78,5365775,0.0012711864406780293,141.798,141.3812,0.14201937837415549
2021-08-20 18:54:11.988683,SPXX,141.78,143.54,140.3,142.2,3536040,0.0029623360135420107,141.802,141.4554,0.13504217158900222
2021-08-23 18:54:11.988683,SPXX,142.2,143.13,141.63,142.82,4531790,0.004360056258790435,141.997,141.5692,0.13551565127849144
2021-08-24 18:54:11.988683,SPXX,142.82,143.72,142.44,143.31,6261372,0.0034308920319283676,142.21599999999998,141.68820000000002,0.1332685563574051
2021-08-25 18:54:11.988683,SPXX,143.31,143.81,142.71,143.28,4031574,-0.00020933640360054628,142.35700000000003,141.7834,0.12250669092083777
2021-08-26 18:54:11.988683,SPXX,143.28,147.32,140.89,145.16,4713898,0.013121161362367406,142.714,141.8708,0.10884850535814077
2021-08-27 18:54:11.988683,SPXX,145.16,146.5,144.38,145.06,4140513,-0.0006888950124001036,142.96300000000002,141.96540000000002,0.10858081563226926
2021-08-30 18:54:11.988683,SPXX,145.06,145.92,143.29,144.29,3436352,-0.005308148352406006,143.26600000000002,142.0382,0.10496777323179139
2021-08-31 18:54:11.988683,SPXX,144.29,147.11,142.68,145.8,4097315,0.010465035692009295,143.53,142.16359999999997,0.10932941290625804
2021-09-01 18:54:11.988683,SPXX,145.8,147.23,145.19,147.06,4180248,0.00864197530864197,144.076,142.341,0.10989368584339082
2021-09-02 18:54:11.988683,SPXX,147.06,149.57,146.14,149.09,5382559,0.013803889568883454,144.80700000000002,142.5172,0.11768973160594774
2021-09-03 18:54:11.988683,SPXX,149.09,149.53,148.61,148.86,4893518,-0.0015426923334898035,145.473,142.6532,0.11857261587618888
2021-09-06 18:54:11.988683,SPXX,148.86,149.23,146.13,148.08,5302484,-0.0052398226521563895,145.999,142.7798,0.11438779891643697
2021-09-07 18:54:11.988683,SPXX,148.08,150.92,147.7,149.56,4358675,0.009994597514856762,146.624,142.9392,0.11735689501570772
2021-09-08 18:54:11.988683,SPXX,149.56,151.0,147.45,148.88,5402431,-0.004546670232682626,147.184,143.0362,0.11989713265362659
2021-09-09 18:54:11.988683,SPXX,148.88,150.42,146.79,148.2,3455362,-0.0045674368619021966,147.488,143.11360000000002,0.12150664881587339
2021-09-10 18:54:11.988683,SPXX,148.2,149.37,147.68,148.55,4690244,0.0023616734143050433,147.83700000000002,143.2126,0.12028417143545062
2021-09-13 18:54:11.988683,SPXX,148.55,148.75,148.17,148.54,3749632,-6.731740154841681e-05,148.262,143.34380000000002,0.11308946378127169
2021-09-14 18:54:11.988683,SPXX,148.54,150.68,146.33,149.49,3707772,0.00639558368116333,148.631,143.486,0.10665153700714439
2021-09-15 18:54:11.988683,SPXX,149.49,150.52,147.47,147.9,3650001,-0.010636162954043793,148.715,143.5794,0.10623047413691439
2021-09-16 18:54:11.988683,SPXX,147.9,149.04,146.93,148.05,5219331,0.0010141987829614951,148.611,143.711,0.10626419003847302
2021-09-17 18:54:11.988683,SPXX,148.05,148.47,143.68,144.93,5026389,-0.021073961499493477,148.21800000000002,143.7708,0.13445242382599149
2021-09-20 18:54:11.988683,SPXX,144.93,145.33,143.33,144.43,4966968,-0.0034499413509970767,147.853,143.7922,0.13471036331453107
2021-09-21 18:54:11.988683,SPXX,144.43,145.82,143.67,145.1,4569904,0.004638925431004637,147.40699999999998,143.8096,0.13511531065935614
2021-09-22 18:54:11.988683,SPXX,145.1,148.92,144.43,146.99,4406437,0.013025499655410222,147.21800000000002,143.87599999999998,0.14198455435070928
2021-09-23 18:54:11.988683,SPXX,146.99,148.3,146.4,147.47,4204748,0.003265528267228923,147.145,143.983,0.13526829080869315
2021-09-24 18:54:11.988683,SPXX,147.47,147.74,146.57,147.3,5625729,-0.0011527768359665957,147.02,144.0736,0.13534711573782957
2021-09-27 18:54:11.988683,SPXX,147.3,148.38,146.41,147.24,3407468,-0.00040733197556008793,146.89000000000001,144.1732,0.13351877296839765
2021-09-28 18:54:11.988683,SPXX,147.24,149.9,146.58,148.99,3284457,0.01188535723988049,146.84,144.3176,0.13493534098882073
2021-09-29 18:54:11.988683,SPXX,148.99,151.51,148.06,149.92,3511516,0.006242029666420512,147.042,144.4838,0.13342067318799672
2021-09-30 18:54:11.988683,SPXX,149.92,151.03,147.69,148.98,4837181,-0.00627001067235855,147.13500000000002,144.6396,0.12672402157112286
2021-10-01 18:54:11.988683,SPXX,148.98,150.05,148.68,149.77,4089480,0.005302725198013336,147.619,144.8442,0.12794713565050161
2021-10-04 18:54:11.988683,SPXX,149.77,151.53,147.56,149.16,4882717,-0.0040729117980905505,148.09199999999998,145.03040000000001,0.12733829655750795
2021-10-05 18:54:11.988683,SPXX,149.16,149.69,146.91,147.87,3624643,-0.008648431214802854,148.369,145.168,0.12588318872532972
2021-10-06 18:54:11.988683,SPXX,147.87,149.51,147.57,149.24,2093824,0.00926489484006221,148.594,145.291,0.12954348583223405
2021-10-07 18:54:11.988683,SPXX,149.24,151.73,145.87,148.45,5095290,-0.005293487000804231,148.692,145.452,0.12991943751264884
2021-10-08 18:54:11.988683,SPXX,148.45,151.5,146.1,150.33,4651963,0.012664196699225583,148.995,145.6376,0.13722284443290197
2021-10-11 18:54:11.988683,SPXX,150.33,150.7,147.49,148.87,3649738,-0.009711967005920363,149.158,145.81859999999998,0.14205946551422924
2021-10-12 18:54:11.988683,SPXX,148.87,150.69,145.8,147.82,5450792,-0.007053133606502393,149.041,145.96720000000002,0.1422372187726304
2021-10-13 18:54:11.988683,SPXX,147.82,149.68,145.82,148.25,4473660,0.0029089433094304784,148.874,146.1022,0.13751214974082504
2021-10-14 18:54:11.988683,SPXX,148.25,151.75,147.94,150.97,2376054,0.018347386172006708,149.073,146.2848,0.15195615359367873
2021-10-15 18:54:11.988683,SPXX,150.97,153.63,150.03,151.56,3518312,0.0039080612042128315,149.252,146.4728,0.12772125830514325
2021-10-18 18:54:11.988683,SPXX,151.56,152.73,151.1,151.72,3860358,0.0010556875164950963,149.508,146.68980000000002,0.1260353625506695
2021-10-19 18:54:11.988683,SPXX,151.72,154.66,150.84,153.05,3157759,0.00876614816767729,150.026,146.9284,0.12780556345586655
2021-10-20 18:54:11.988683,SPXX,153.05,153.86,151.08,153.26,4653545,0.0013721006207121356,150.428,147.15619999999998,0.12187672171991919
2021-10-21 18:54:11.988683,SPXX,153.26,155.32,152.26,154.28,3040346,0.006655356909826438,151.011,147.41000000000003,0.12288957640481996
2021-10-22 18:54:11.988683,SPXX,154.28,154.94,150.74,150.93,4139618,-0.021713767176562038,151.071,147.5772,0.14934943832737124
2021-10-25 18:54:11.988683,SPXX,150.93,152.94,150.17,151.45,5159194,0.003445305770886975,151.329,147.78099999999998,0.14940505231635415
2021-10-26 18:54:11.988683,SPXX,151.45,154.35,150.21,151.74,4641270,0.0019148233740509113,151.721,147.9526,0.14427479473390453
2021-10-27 18:54:11.988683,SPXX,151.74,152.61,150.99,151.49,5197669,-0.0016475550283379103,152.04500000000002,148.15040000000002,0.14315328930068272
2021-10-28 18:54:11.988683,SPXX,151.49,153.42,149.65,150.75,4153110,-0.0048848108786059274,152.023,148.3298,0.14235900953714262
2021-10-29 18:54:11.988683,SPXX,150.75,153.12,148.71,152.02,4035490,0.00842454394693215,152.06900000000002,148.5262,0.14413853992388656
2021-11-01 18:54:11.988683,SPXX,152.02,154.29,150.06,151.19,3500201,-0.005459807920010662,152.016,148.6936,0.14484086440763597
2021-11-02 18:54:11.988683,SPXX,151.19,151.98,150.8,151.24,4443075,0.0003307097030227357,151.83499999999998,148.85219999999998,0.1405857852701343
2021-11-03 18:54:11.988683,SPXX,151.24,151.81,149.48,150.66,7235123,-0.0038349642951600593,151.575,148.9998,0.13824561937301175
2021-11-04 18:54:11.988683,SPXX,150.66,151.33,150.34,150.69,5298341,0.00019912385503784158,151.216,149.1104,0.13655205060357017
2021-11-05 18:54:11.988683,SPXX,150.69,151.17,149.19,149.97,3597698,-0.004778021102926577,151.12,149.2086,0.13031967335630915
2021-11-08 18:54:11.988683,SPXX,149.97,152.44,148.21,150.87,4441646,0.006001200240048021,151.06199999999998,149.3402,0.12681769210559776
2021-11-09 18:54:11.988683,SPXX,150.87,151.81,149.73,150.64,4871227,-0.0015244912838868752,150.952,149.437,0.12381897289510654
2021-11-10 18:54:11.988683,SPXX,150.64,155.13,149.52,152.37,5055617,0.011484333510355826,151.04,149.54319999999998,0.1292199235853382
2021-11-11 18:54:11.988683,SPXX,152.37,154.56,150.49,151.0,4539394,-0.008991271247621002,151.065,149.5814,0.11758886367038289
2021-11-12 18:54:11.988683,SPXX,151.0,153.38,148.21,150.18,4639666,-0.00543046357615895,150.881,149.6078,0.11818130851949754
2021-11-15 18:54:11.988683,SPXX,150.18,150.78,148.29,149.83,6196566,-0.002330536689306162,150.74499999999998,149.6428,0.1182276543155356
2021-11-16 18:54:11.988683,SPXX,149.83,151.53,147.99,148.65,5073548,-0.007875592337983073,150.48600000000002,149.6246,0.11546705798435429
2021-11-17 18:54:11.988683,SPXX,148.65,148.86,145.29,145.79,4289436,-0.01923982509249922,149.999,149.5628,0.13096755705696764
2021-11-18 18:54:11.988683,SPXX,145.79,146.47,142.65,143.13,3904984,-0.018245421496673297,149.243,149.4614,0.1376311961019426
2021-11-19 18:54:11.988683,SPXX,143.13,146.37,142.48,144.72,3909936,0.011108782225948355,148.718,149.38479999999998,0.12976708841381965
2021-11-22 18:54:11.988683,SPXX,144.72,145.14,143.88,144.52,4464761,-0.0013819789939192306,148.08300000000003,149.30440000000002,0.12816902354027654
2021-11-23 18:54:11.988683,SPXX,144.52,145.9,143.59,143.98,5760337,-0.003736507057846783,147.417,149.1942,0.12726611194833293
2021-11-24 18:54:11.988683,SPXX,143.98,144.13,143.46,144.02,6252937,0.00027781636338386484,146.58200000000002,149.1166,0.12763830812782745
2021-11-25 18:54:11.988683,SPXX,144.02,145.7,142.86,144.03,4064024,6.943480072196806e-05,145.88500000000002,149.0362,0.12761916359963832
2021-11-26 18:54:11.988683,SPXX,144.03,145.87,142.92,143.82,4322797,-0.001458029577171449,145.249,149.014,0.12132517887688997
2021-11-29 18:54:11.988683,SPXX,143.82,146.6,143.39,146.26,5377088,0.01696565150883056,144.892,149.0506,0.1394234478381289
2021-11-30 18:54:11.988683,SPXX,146.26,149.55,144.13,147.03,4995637,0.005264597292492956,144.73,149.0892,0.141424404965423
2021-12-01 18:54:11.988683,SPXX,147.03,147.43,146.57,147.13,2915566,0.000680133306127928,144.864,149.09199999999998,0.1412899059190606
2021-12-02 18:54:11.988683,SPXX,147.13,149.2,143.85,146.71,3940762,-0.0028546183647113477,145.22199999999998,149.0768,0.14131981592239454
2021-12-03 18:54:11.988683,SPXX,146.71,149.85,145.23,148.93,4478930,0.015131892849839845,145.643,149.1094,0.15208215437268494
2021-12-06 18:54:11.988683,SPXX,148.93,151.71,147.8,150.71,4639153,0.01195192372255427,146.262,149.17880000000002,0.15674974003774197
2021-12-07 18:54:11.988683,SPXX,150.71,152.1,149.74,150.7,4849397,-6.635259770437774e-05,146.934,149.213,0.15664789922734415
2021-12-08 18:54:11.988683,SPXX,150.7,153.96,150.55,153.27,3803072,0.01705374917053759,147.85899999999998,149.28,0.1631449250146711
2021-12-09 18:54:11.988683,SPXX,153.27,155.22,152.28,154.65,3953905,0.009003718927383053,148.921,149.3934,0.16198755879772894
2021-12-10 18:54:11.988683,SPXX,154.65,156.31,154.03,156.09,4688379,0.009311348205625514,150.148,149.5198,0.16238235208938892
2021-12-13 18:54:11.988683,SPXX,156.09,160.73,154.82,158.77,4554932,0.01716958165161131,151.399,149.712,0.1700845682510117
2021-12-14 18:54:11.988683,SPXX,158.77,160.92,155.72,157.77,6058232,-0.006298419096806729,152.473,149.91,0.16883993616910106
2021-12-15 18:54:11.988683,SPXX,157.77,158.27,156.55,157.44,5458329,-0.002091652405400324,153.504,150.07399999999998,0.14859200306518217
2021-12-16 18:54:11.988683,SPXX,157.44,159.69,156.39,156.83,5786627,-0.003874491869918617,154.516,150.2416,0.1274461632590751
2021-12-17 18:54:11.988683,SPXX,156.83,157.21,154.19,156.15,5137685,-0.004335905120193884,155.238,150.358,0.12878727459431766
2021-12-20 18:54:11.988683,SPXX,156.15,157.69,154.27,154.79,5230773,-0.008709574127441666,155.64600000000002,150.4764,0.13519446584009234
2021-12-21 18:54:11.988683,SPXX,154.79,155.83,153.41,155.01,5910359,0.0014212804444730942,156.077,150.6202,0.13276442927552506
2021-12-22 18:54:11.988683,SPXX,155.01,157.57,153.24,155.7,4291204,0.0044513257209211066,156.32,150.7692,0.1321499606821471
2021-12-23 18:54:11.988683,SPXX,155.7,158.64,154.64,157.94,3194885,0.01438664097623632,156.649,150.9086,0.1362963314928227
2021-12-24 18:54:11.988683,SPXX,157.94,159.08,157.76,158.33,3620868,0.002469292136254353,156.873,151.04399999999998,0.13466319687771466
2021-12-27 18:54:11.988683,SPXX,158.33,160.96,157.01,160.03,4143106,0.010737068148803042,156.999,151.21020000000001,0.12892432301260687
2021-12-28 18:54:11.988683,SPXX,160.03,163.7,158.85,162.82,4938457,0.01743423108167219,157.504,151.40560000000002,0.13682626695009387
2021-12-29 18:54:11.988683,SPXX,162.82,164.77,160.8,163.13,3869767,0.0019039430045448835,158.073,151.603,0.13636436212572123
2021-12-30 18:54:11.988683,SPXX,163.13,167.84,160.52,166.3,5605818,0.019432354563844845,159.02,151.8434,0.1417257596574734
2021-12-31 18:54:11.988683,SPXX,166.3,172.13,165.91,169.84,4657868,0.02128683102826212,160.38899999999998,152.2216,0.14832919368707592
2022-01-03 18:54:11.988683,SPXX,169.84,171.11,167.27,169.35,3924413,-0.0028850682995761323,161.845,152.5796,0.1506035858228851
2022-01-04 18:54:11.988683,SPXX,169.35,171.26,167.57,170.4,4206855,0.00620017714791854,163.38400000000001,152.9528,0.14895006879872152
2022-01-05 18:54:11.988683,SPXX,170.4,173.51,168.83,171.33,4746514,0.005457746478873204,164.947,153.34959999999998,0.1433276928375878
2022-01-06 18:54:11.988683,SPXX,171.33,175.99,169.65,174.6,5773926,0.019085974435300246,166.613,153.82659999999998,0.15075695144513088
2022-01-07 18:54:11.988683,SPXX,174.6,178.32,173.85,175.45,4843329,0.004868270332187841,168.325,154.2952,0.15033684362515276
2022-01-10 18:54:11.988683,SPXX,175.45,176.59,174.01,174.47,2038863,-0.005585636933599258,169.769,154.7608,0.14941987212713753
2022-01-11 18:54:11.988683,SPXX,174.47,175.94,173.95,175.05,3995504,0.003324353757093057,170.99200000000002,155.237,0.14376482119279113
2022-01-12 18:54:11.988683,SPXX,175.05,176.17,170.72,171.5,3684764,-0.020279920022850728,171.829,155.65380000000002,0.16845808978791335
2022-01-13 18:54:11.988683,SPXX,171.5,173.06,170.32,172.23,4718087,0.004256559766763868,172.422,156.0846,0.1656488043582405
2022-01-14 18:54:11.988683,SPXX,172.23,172.89,170.44,172.4,3200848,0.0009870521976427238,172.67800000000003,156.53320000000002,0.16283176195258703
2022-01-17 18:54:11.988683,SPXX,172.4,176.52,170.68,174.06,4627405,0.009628770301624012,173.149,156.99699999999999,0.15516631546876902
2022-01-18 18:54:11.988683,SPXX,174.06,174.31,173.64,174.08,5334744,0.00011490290704352368,173.517,157.4658,0.1557379169912815
2022-01-19 18:54:11.988683,SPXX,174.08,176.59,173.0,176.34,5641527,0.012982536764705843,174.018,157.9452,0.1576442643486307
2022-01-20 18:54:11.988683,SPXX,176.34,180.38,174.68,179.05,3553358,0.015368039015538182,174.46300000000002,158.5062,0.1583496782306839
2022-01-21 18:54:11.988683,SPXX,179.05,180.83,173.87,176.52,2132641,-0.014130131248254685,174.57,159.033,0.17392675404830954
2022-01-24 18:54:11.988683,SPXX,176.52,177.79,175.29,177.58,3536441,0.006004985270790852,174.881,159.58800000000002,0.17284808756603515
2022-01-25 18:54:11.988683,SPXX,177.58,179.0,176.58,177.37,4136235,-0.0011825656042347976,175.113,160.1624,0.168040746585224
2022-01-26 18:54:11.988683,SPXX,177.37,181.99,177.01,181.37,3536269,0.02255172802616001,176.1,160.874,0.1796500449729202
2022-01-27 18:54:11.988683,SPXX,181.37,181.65,177.49,178.1,3615187,-0.01802944257594974,176.687,161.5734,0.18970248918338106
2022-01-28 18:54:11.988683,SPXX,178.1,179.56,174.74,176.79,4798038,-0.007355418304323402,177.126,162.2148,0.18113751274272152
2022-01-31 18:54:11.988683,SPXX,176.79,178.83,176.39,177.13,4406968,0.001923185700548613,177.433,162.867,0.18019493682158105
2022-02-01 18:54:11.988683,SPXX,177.13,180.86,175.85,179.46,4003754,0.013154180545362326,177.971,163.57659999999998,0.18384016853197185
2022-02-02 18:54:11.988683,SPXX,179.46,182.71,177.82,182.21,3914780,0.01532374902485234,178.558,164.34040000000002,0.18909409958982076
2022-02-03 18:54:11.988683,SPXX,182.21,183.34,179.75,181.59,3473248,-0.0034026672520718337,178.81199999999998,165.0916,0.18061772923832298
2022-02-04 18:54:11.988683,SPXX,181.59,182.61,180.91,181.17,3657689,-0.002312902692879648,179.277,165.8386,0.1809174852581016
2022-02-07 18:54:11.988683,SPXX,181.17,185.17,178.04,184.19,4112447,0.01666942650549208,179.93800000000002,166.59720000000002,0.18625296364572014
2022-02-08 18:54:11.988683,SPXX,184.19,185.28,183.56,185.04,3942978,0.0046147999348498114,180.70499999999998,167.3574,0.18635929923846106
2022-02-09 18:54:11.988683,SPXX,185.04,186.01,183.67,184.33,4818874,-0.0038370082144399964,181.001,168.10139999999998,0.16748234296185596
2022-02-10 18:54:11.988683,SPXX,184.33,184.58,182.34,183.13,4476813,-0.006510063473118999,181.504,168.8298,0.1712962518305516
2022-02-11 18:54:11.988683,SPXX,183.13,184.56,180.01,181.61,4226692,-0.008300114672636805,181.986,169.4834,0.17594500567359173
2022-02-14 18:54:11.988683,SPXX,181.61,183.08,180.6,182.47,5175338,0.004735422058256722,182.52,170.11860000000001,0.17422479614553335
2022-02-15 18:54:11.988683,SPXX,182.47,184.67,181.01,183.84,4159515,0.0075080835205787455,182.95800000000003,170.7814,0.17490309676457322
2022-02-16 18:54:11.988683,SPXX,183.84,186.23,180.26,182.45,2737317,-0.007560922541340331,182.982,171.365,0.1742231759740045
2022-02-17 18:54:11.988683,SPXX,182.45,183.23,177.8,181.13,3522727,-0.007234858865442506,182.936,171.8946,0.1692126411678158
2022-02-18 18:54:11.988683,SPXX,181.13,184.44,179.91,183.99,3880462,0.01578976425771561,183.21800000000002,172.4526,0.1679186615587555
2022-02-21 18:54:11.988683,SPXX,183.99,185.84,180.54,182.37,5494501,-0.008804826349258166,183.036,172.9246,0.17157202515632328
2022-02-22 18:54:11.988683,SPXX,182.37,187.27,179.97,184.7,4000446,0.012776224159675387,183.002,173.46320000000003,0.17589941445795998
